source_label,native_category,visual_category,occurrence_count,workflow_ids,semantic_role,canonical_role_iri,role_assignment,decision,mapping_state,anchor_iri,confidence,rationale 
Ionomer density (dry),material,material,4,0d-particle-population-degradation-model-coupled-with-performance-model-prediction; 0d-particle-population-degradation-model-coupled-with-performance-model-prediction-without-fitting-methods; iet-ink-to-composition-model; molecular-dynamics-for-the-electrode-electrolyte-interface-in-presence-of-ionomer,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-density-dry-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Ionomer film thickness,LRE,device,2,molecular-dynamics-for-the-electrode-electrolyte-interface-in-presence-of-ionomer; tem-and-eds-analysis-of-mea,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,explicit_mapping,strict_alt_label,approved_h2kg,https://w3id.org/h2kg/hydrogen-ontology#IonomerFilmThickness,high,Reviewed equivalent label for ionomer-film thickness.
Ionomer gas diffusivities,component,component,2,cea-mea-model-europium-2d; fitting-of-the-europium-model,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,component_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-gas-diffusivities-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Ionomer gas sorption properties,component,component,2,cea-mea-model-europium-2d; fitting-of-the-europium-model,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-gas-sorption-properties-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Ionomer initial film thickness,material,material,1,iet-ink-to-composition-model,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-initial-film-thickness-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Ionomer pKa,material,material,1,molecular-dynamics-for-the-electrode-electrolyte-interface-in-presence-of-ionomer,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,material_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-pka-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Ionomer proton conductivity,material,material,3,iet-composition-to-property-model; iet-ink-to-composition-model; image-based-ccl-effective-transport-property-computation-from-numerical-simulations,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-proton-conductivity-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Ionomer reconstruction in CCL 3D images,,method,11,ai-based-generation-of-structural-digital-twins-of-multi-scale-tomographies; distribution-of-contact-angles-in-ccl-fib-sem-image-from-ionomer-reconstruction; fib-sem-on-cl-material; image-based-ccl-effective-transport-property-computation-from-numerical-simulations; image-classification-of-fib-tomography-data; image-classification-on-nm-scale; image-fib-tomography-dataparameter-extraction-3d; image-parameter-extraction-2d; image-tem-data-parameter-extraction-3d; inpt-cl-process-model; ionomer-reconstruction-in-ccl-3d-images,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-reconstruction-in-ccl-3d-images-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Ionomer water diffusivity,component,component,2,cea-mea-model-europium-2d; fitting-of-the-europium-model,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-water-diffusivity-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Ionomer water sorption properties,component,component,3,cea-mea-model-europium-2d; determination-of-cl-saturation-by-saxs-or-sans; fitting-of-the-europium-model,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-water-sorption-properties-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Ionomer-catalyst adsorption energy,material,material,1,molecular-dynamics-for-the-electrode-electrolyte-interface-in-presence-of-ionomer,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-catalyst-adsorption-energy-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Ionomer-catalyst degree of alignment,component,component,1,iet-ink-to-composition-model,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-catalyst-degree-of-alignment-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Ionomer-catalyst dispersion parameter,component,component,1,iet-ink-to-composition-model,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-catalyst-dispersion-parameter-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
IRRAS operando/in-situ FTIR,,method,16,ab-initio-molecular-dynamics-aimd-of-the-solid-liquid-interface-at-a-pt-electrode; density-potential-functional-theory-applied-to-supported-electrocatalysts; dft-onto-idealized-surfaces; image-fib-tomography-dataparameter-extraction-3d; image-parameter-extraction-2d; irras-operando-or-in-situ-ftir; molecular-dynamics-for-the-electrode-electrolyte-interface-in-presence-of-ionomer; molecular-dynamics-for-the-electrode-electrolyte-interface-metalwalls,Measurement,https://w3id.org/h2kg/hydrogen-ontology#Measurement,method_visual_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/irras-operando-in-situ-ftir-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
ITO sputter target,material,material,1,transparent-electrodes-for-clsm-applications,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,material_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ito-sputter-target-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
LAB-CT measurements on GDL/MPL materials,,method,7,image-classification-of-fib-tomography-data; image-classification-of-x-ray-tomography-data; image-classification-on-nm-scale; impregnation-by-immersion-and-blade-coating; lab-ct-measurements-on-gdl-or-mpl-materials,Measurement,https://w3id.org/h2kg/hydrogen-ontology#Measurement,method_visual_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/lab-ct-measurements-on-gdl-mpl-materials-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Lennard-Jones parameters,material,material,1,molecular-dynamics-for-the-electrode-electrolyte-interface-metalwalls,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,material_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/lennard-jones-parameters-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Local electronic structure,LRE,device,2,development-of-a-zero-gap-cell-for-gde-based-spectrocopy-measurement; three-electrode-cell-assesement-of-cl-by-xas-xanes-exafs-xrd,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,lre_local_electronic_structure_is_data,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/local-electronic-structure-lre,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Local potential of zero charge (nanostructured),LRE,device,1,density-potential-functional-theory-applied-to-supported-electrocatalysts,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/local-potential-of-zero-charge-nanostructured-lre,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Local potential of zero ionic charge (nanostructured),LRE,device,1,density-potential-functional-theory-applied-to-supported-electrocatalysts,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/local-potential-of-zero-ionic-charge-nanostructured-lre,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
LRE capacitance (idealized),LRE,device,2,ab-initio-molecular-dynamics-aimd-of-the-solid-liquid-interface-at-a-pt-electrode; fitting-version-of-the-hierachical-model,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/lre-capacitance-idealized-lre,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
LRE effective ORR rate law (idealized),LRE,device,1,hierarchical-model-for-electrocatalytic-reactions,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,lre_rate_law_is_process,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/lre-effective-orr-rate-law-idealized-lre,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
LRE pH distribution,LRE,device,2,0d-particle-population-degradation-model-coupled-with-performance-model-prediction; 0d-particle-population-degradation-model-coupled-with-performance-model-prediction-without-fitting-methods,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,lre_ph_distribution_is_data,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/lre-ph-distribution-lre,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
LRE pH distribution (idealized),LRE,device,7,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med; confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-alkaline-m; fitting-version-of-the-hierachical-model; hierarchical-model-for-electrocatalytic-reactions; rde-simulation-in-comsol; rrde-simulation-in-comsol; rrde-theory,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,lre_ph_distribution_idealized_is_data,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/lre-ph-distribution-idealized-lre,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
